section,section_heading,commodity,ppm,expiration_note,row_type
180.301,§ 180.301 Carboxin; tolerances for residues.,"Barley, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Barley, hay",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Barley, straw",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Bean, succulent",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Cattle, fat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Cattle, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Cattle, meat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, field, forage",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, field, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, field, stover",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, pop, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, pop, stover",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, sweet, forage",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, sweet, kernel plus cob with husks removed",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Corn, sweet, stover",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Cotton, gin byproducts",3,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Cotton, undelinted seed",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,Egg,0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Goat, fat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Goat, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Goat, meat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Hog, fat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Hog, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Hog, meat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Horse, fat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Horse, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Horse, meat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,Milk,0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Oat, forage",0.5,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Oat, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Oat, hay",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Oat, straw",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Onion, bulb",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,Peanut,0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Peanut, hay",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Poultry, fat",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Poultry, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Poultry, meat",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Rapeseed, seed",0.03,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Rice, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Safflower, seed",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Sheep, fat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Sheep, meat byproducts",0.1,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Sheep, meat",0.05,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Soybean, seed",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Vegetable, legume, forage and hay, except soybean, subgroup 7-22A",2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Vegetable, legume, pulse, bean, dried shelled, except soybean, subgroup 6-22E",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Vegetable, legume, pulse, pea, dried shelled, subgroup 6-22F",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Wheat, forage",0.5,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Wheat, grain",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Wheat, hay",0.2,,tolerance
180.301,§ 180.301 Carboxin; tolerances for residues.,"Wheat, straw",0.2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Apple,2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Banana,0.3,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Cantaloupe,2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Carrot,0.1,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Celery,10.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Cotton, undelinted seed",0.2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Cucumber,2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Eggplant,2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Fruit, citrus, group 10",3,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Garlic, bulb",0.2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Melon, honeydew",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Onion, bulb",0.2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Peanut,0.05,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Peanut, hay",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Pear,2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Peppermint, tops",10.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Pepper, bell",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Pepper, nonbell",5.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Pineapple,1,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Pineapple, process residue",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Pumpkin,2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Spearmint, tops",10.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Squash, summer",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Squash, winter",2.0,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Tomato,2,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,"Vegetable, tuberous and corm, subgroup 1C",0.1,,tolerance
180.303,§ 180.303 Oxamyl; tolerances for residues.,Watermelon,2.0,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,"Almond, hulls",0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Avocado,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Berry group 13,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Cranberry,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Fig,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,"Fruit, citrus, group 10",0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,"Fruit, pome, group 11",0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,"Fruit, stone, group 12",0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Grape,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Kiwifruit,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,"Nut, tree, group 14",0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Olive,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Pistachio,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Pomegranate,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Strawberry,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Guava,0.05,,tolerance
180.304,§ 180.304 Oryzalin; tolerances for residues.,Papaya,0.05,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Bermudagrass, hay",0.3,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Barley, grain",0.05,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Barley, hay",1.0,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Barley, straw",0.3,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Beet, sugar, dried pulp",0.2,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Beet, sugar, roots",0.1,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Beet, sugar, tops",0.5,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Pea, dry",0.2,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Pea, field, hay",1.0,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Pea, field, vines",0.5,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Pea, succulent",0.2,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Wheat, forage",0.5,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Wheat, grain",0.05,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Wheat, hay",1.0,,tolerance
180.314,§ 180.314 Triallate; tolerances for residues.,"Wheat, straw",1.0,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Beet, garden, roots 1",0.9,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Beet, garden, tops 1",7,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Beet, sugar, molasses 1",1.5,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Beet, sugar, roots 1",0.2,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Beet, sugar, tops 1",3,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Cattle, fat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Cattle, liver 1",0.15,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Cattle, meat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Cattle, meat byproducts, except liver 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Goat, fat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Goat, liver 1",0.15,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Goat, meat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Goat, meat byproducts, except liver 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Horse, fat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Horse, liver 1",0.15,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Horse, meat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Horse, meat byproducts, except liver 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,Milk 1,0.02,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Sheep, fat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Sheep, liver 1",0.15,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Sheep, meat 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Sheep, meat byproducts, except liver 1",0.1,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Corn, field, forage 1",0.5,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Corn, field, stover 1",0.5,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Soybean, forage 1",0.5,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Soybean, hay 1",0.5,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Wheat, forage 1",0.3,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Wheat, hay 1",0.2,,tolerance
180.316,§ 180.316 Pyrazon; tolerances for residues.,"Wheat, straw 1",0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Alfalfa, seed",10.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Animal feed, nongrass, group 18",10.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Apple,0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Artichoke, globe",0.01,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Blackberry,0.05,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Blueberry,0.05,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Boysenberry,0.05,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Cattle, fat",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Cattle, kidney",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Cattle, liver",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Cattle, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Cattle, meat byproducts, except kidney and liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Egg,0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Endive,1.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Fruit, stone, group 12",0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Goat, fat",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Goat, kidney",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Goat, liver",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Goat, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Goat, meat byproducts, except kidney and liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Grape,0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Hog, fat",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Hog, kidney",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Hog, liver",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Hog, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Hog, meat byproducts, except kidney and liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Horse, fat",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Horse, kidney",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Horse, liver",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Horse, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Horse, meat byproducts, except kidney and liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Lettuce, head",1.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Lettuce, leaf",1.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Milk,0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Pear,0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Poultry, fat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Poultry, liver",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Poultry, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Poultry, meat byproducts, except liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Radicchio,2.0,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Raspberry,0.05,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Sheep, fat",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Sheep, kidney",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Sheep, liver",0.4,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Sheep, meat",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Sheep, meat byproducts, except kidney and liver",0.02,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Cranberry,1,12/31/2028,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Pea, field, seed",0.05,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,Rhubarb,0.1,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Grain, cereal, forage, group 16",0.6,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Grain, cereal, hay, group 16",0.2,,tolerance
180.317,§ 180.317 Propyzamide; tolerances for residues.,"Grain, cereal, straw, group 16",0.3,,tolerance
180.318,§ 180.318 4-(2-Methyl-4-chlorophenoxy) butyric acid; tolerance for residues.,Pea,0.1(N),,other
180.318,§ 180.318 4-(2-Methyl-4-chlorophenoxy) butyric acid; tolerance for residues.,"Peppermint, tops",0.20,,tolerance
180.318,§ 180.318 4-(2-Methyl-4-chlorophenoxy) butyric acid; tolerance for residues.,"Spearmint, tops",0.20,,tolerance
180.319,§ 180.319 Interim tolerances.,"Endothall (7-oxabicyclo-(2,2,1)heptane 2,3-dicarboxylic acid",0.2,None,tolerance
180.319,§ 180.319 Interim tolerances.,Methyl parathion,0.5,12/31/13,tolerance
180.324,§ 180.324 Bromoxynil; tolerances for residues.,"Alfalfa, forage",0.1,,tolerance
